12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.093
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.00013005
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.0459
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.00143988
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,1.00E-05
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.02386744
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.0572866
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.03632814
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.00116252
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.06801179
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.07
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.02
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,1.10058268
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.096
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.2159
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.03619585
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.03274466
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.123
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.00052913
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.11
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.1074438
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.136431
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.14000099
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.00049776
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.16101831
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.31614227
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.0001
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.34
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.01322067
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,6.00E-05
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.00493532
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.167425
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.3762
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.333444
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.0029
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.17204597
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.0001337
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.0001337
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,0.345
